Age,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,EnergyIntake,PhysicalActivity,Weight,Height,gender,RMR,steadystate,ratio,EnergyIntake_old
48,346.2613492,72.57961479,59.24270829,3422.934171,2275.232763,1.6,62.99348937,163.8200829,1,1422.020477,2275.232763,1.115304699,2040.010021
49,343.8740986,72.19506915,58.86195911,3402.068326,2260.699852,1.6,62.78352586,163.4895975,1,1412.937408,2260.699852,1.112857671,2031.436644
50,340.3705682,71.57710894,58.29133143,3370.21407,2238.841579,1.6,62.14254301,163.1155172,1,1399.275987,2238.841579,1.10706165,2022.327826
51,337.553847,71.10433759,57.839277,3345.206575,2221.511535,1.6,61.81023098,162.7008803,1,1388.444709,2221.511535,1.103757613,2012.680601
52,334.7714283,70.6397268,57.39390732,3320.582777,2204.418885,1.6,61.48353989,162.3009983,1,1377.761803,2204.418885,1.100832752,2002.501179
53,332.1077588,70.20105276,56.96951981,3297.170665,2188.118589,1.6,61.18892157,161.9290867,1,1367.574118,2188.118589,1.098559636,1991.806833
54,329.5702249,69.78986079,56.56723056,3275.032919,2172.658569,1.6,60.95189226,161.5491523,1,1357.911606,2172.658569,1.09695479,1980.627268
55,325.5443214,69.06358343,55.90962565,3238.097575,2147.388039,1.6,60.10355394,161.1652833,1,1342.117524,2147.388039,1.09059534,1969.005331
56,322.9315346,68.636893,55.49468652,3215.191149,2131.436922,1.6,59.83826202,160.7814142,1,1332.148076,2131.436922,1.089136535,1956.996991
57,320.3658604,68.22025909,55.08781642,3192.719742,2115.797038,1.6,59.59244159,160.3975452,1,1322.373149,2115.797038,1.087997682,1944.670539
58,317.3946537,67.71677168,54.61100524,3166.146722,2097.47358,1.6,59.17872986,160.0136762,1,1310.920988,2097.47358,1.08558982,1932.105056
59,314.7022429,67.27173959,54.18180404,3142.26945,2080.981844,1.6,58.87961536,159.6298072,1,1300.613652,2080.981844,1.084190184,1919.388198
60,310.6244274,66.52851222,53.51346581,3104.438576,2055.308183,1.6,58.0060561,159.2459382,1,1284.567614,2055.308183,1.077988924,1906.613451
61,307.8803823,66.06823215,53.07415348,3079.791786,2038.432232,1.6,57.68290415,158.8620692,1,1274.020145,2038.432232,1.076327669,1893.877014
62,305.2271596,65.62458985,52.64976762,3055.895925,2022.129017,1.6,57.39558402,158.4782002,1,1263.830636,2022.129017,1.07487186,1881.274497
63,302.4795861,65.15700782,52.20824222,3030.873733,2005.164384,1.6,57.06688396,158.0943311,1,1253.22774,2005.164384,1.072912898,1868.897642
64,299.9277832,64.72711737,51.79951645,3007.609594,1989.453255,1.6,56.81660626,157.7104621,1,1243.408285,1989.453255,1.071423829,1856.831257
65,295.4845662,63.88298784,51.06282535,2965.142559,1961.136457,1.6,55.77768556,157.3265931,1,1225.710286,1961.136457,1.062859862,1845.150549
66,292.8585439,63.42471842,50.63871444,2940.65708,1944.811499,1.6,55.48900512,156.9427241,1,1215.507187,1944.811499,1.060467515,1833.918975
67,290.1952683,62.95109448,50.20675593,2915.541338,1928.167947,1.6,55.18039265,156.5588551,1,1205.104967,1928.167947,1.057581169,1823.186725
68,287.7191878,62.50987541,49.80565154,2892.038982,1912.688237,1.6,54.94459307,156.1749861,1,1195.430148,1912.688237,1.05499113,1812.989875
69,285.2158978,62.05363874,49.39817909,2867.987848,1896.939056,1.6,54.69193477,155.7911171,1,1185.58691,1896.939056,1.051897209,1803.350214
70,280.3975324,61.08303179,48.58774715,2820.369742,1865.688405,1.6,53.46946476,155.407248,1,1166.055253,1865.688405,1.039800295,1794.275702
71,277.8983886,60.60616489,48.17707233,2795.791728,1849.757327,1.6,53.20542652,155.023379,1,1156.09833,1849.757327,1.035836736,1785.761466
72,275.4600067,60.1308993,47.7748832,2771.545083,1834.117654,1.6,52.95961923,154.63951,1,1146.323534,1834.117654,1.031683366,1777.791244
73,273.027286,59.64448315,47.37150628,2747.078947,1818.395517,1.6,52.70865286,154.255641,1,1136.497198,1818.395517,1.0271453,1770.33913
74,270.6160024,59.1496981,46.96956021,2722.557738,1802.689533,1.6,52.45869703,153.871772,1,1126.680958,1802.689533,1.022297069,1763.371517
75,265.8904415,58.13528656,46.16341283,2674.494945,1771.432996,1.6,51.23585874,153.487903,1,1107.145623,1771.432996,1.008301166,1756.8491
76,263.3549349,57.58558513,45.73488621,2648.214585,1754.629551,1.6,50.9172429,153.104034,1,1096.643469,1754.629551,1.002228043,1750.728851
77,261.1434718,57.09243918,45.36006265,2624.951883,1739.84609,1.6,50.72500258,152.7201649,1,1087.403806,1739.84609,0.99706597,1744.965873
78,258.735169,56.54176835,44.9484088,2599.481503,1723.610227,1.6,50.44189612,152.3362959,1,1077.256392,1723.610227,0.990856721,1739.515098
79,256.3110682,55.97315127,44.5313129,2573.637866,1707.127885,1.6,50.1433694,151.9524269,1,1066.954928,1707.127885,0.984313913,1734.332781
80,251.7285334,54.91932153,43.73647961,2525.936472,1676.133946,1.6,48.93695991,151.5685579,1,1047.583716,1676.133946,0.96921213,1729.377806
81,249.4250641,54.34935308,43.33492137,2500.937099,1660.18412,1.6,48.67174867,151.1846889,1,1037.615075,1660.18412,0.96264166,1724.61279
82,247.2413581,53.79221527,42.95152555,2476.97368,1644.901472,1.6,48.44827781,150.8008199,1,1028.06342,1644.901472,0.956335266,1720.005034
83,245.0244951,53.21542778,42.5598098,2452.53281,1629.27607,1.6,48.2033634,150.4169509,1,1018.297543,1629.27607,0.949723184,1715.527321
84,242.7803888,52.62143654,42.16093881,2427.697245,1613.358239,1.6,47.94015399,150.0330818,1,1008.3489,1613.358239,0.94284554,1711.158584
85,237.5361279,51.36877347,41.23897253,2372.796148,1577.419363,1.6,46.42437659,149.6492128,1,985.8871021,1577.419363,0.924151222,1706.884465
86,235.4157309,50.78501205,40.85751514,2349.06285,1562.158092,1.6,46.20224313,149.2653438,1,976.3488076,1562.158092,0.917460603,1702.697737
87,233.3238455,50.20111616,40.47931618,2325.574559,1547.022692,1.6,45.98798451,148.8814748,1,966.8891828,1547.022692,0.910764143,1698.598593
88,231.1822831,49.60240897,40.09114982,2301.584727,1531.515412,1.6,45.75046011,148.4976058,1,957.1971327,1531.515412,0.903764997,1694.594742
89,229.0341929,49.00056631,39.70089131,2277.559238,1515.945434,1.6,45.50901312,148.1137368,1,947.4658961,1515.945434,0.89663705,1690.701308
90,226.8609137,48.39413192,39.30573114,2253.349791,1500.213767,1.6,45.25745051,147.7298678,1,937.6336043,1500.213767,0.889310444,1686.940458
91,224.6876851,47.79113242,38.91049547,2229.245543,1484.512914,1.6,45.00781577,147.3459987,1,927.8205714,1484.512914,0.881884975,1683.340749
92,222.5998491,47.21231063,38.53041978,2206.130383,1469.431871,1.6,44.79695785,146.9621297,1,918.3949195,1469.431871,0.874695061,1679.936171
93,220.4730621,46.63381769,38.14443416,2182.807977,1454.174344,1.6,44.57505864,146.5782607,1,908.8589652,1454.174344,0.867250001,1676.76488
94,218.2443322,46.04491724,37.74210446,2158.692103,1438.350002,1.6,44.31769802,146.1943917,1,898.9687513,1438.350002,0.859297327,1673.867656
95,216.0847029,45.48405268,37.35344015,2135.508512,1423.109046,1.6,44.09683555,145.8105227,1,889.443154,1423.109046,0.851505323,1671.286142
96,213.8321399,44.91909971,36.9508023,2111.684017,1407.403667,1.6,43.84691752,145.4266537,1,879.6272916,1407.403667,0.843230845,1669.060939
97,211.6962623,44.39579042,36.57073475,2089.312817,1392.630102,1.6,43.65529621,145.0427847,1,870.3938135,1392.630102,0.835295903,1667.229656
98,209.4010466,43.85747086,36.16579572,2065.687806,1376.984607,1.6,43.40912483,144.6589156,1,860.6153796,1376.984607,0.826608179,1665.825045
99,207.1690595,43.35163956,35.77460158,2043.01666,1361.9394,1.6,43.20050889,144.2750466,1,851.2121251,1361.9394,0.818043867,1664.87331
100,204.6686359,42.8092261,35.33995959,2018.032352,1345.317416,1.6,42.89324576,143.8911776,1,840.8233851,1345.317416,0.808293248,1664.392744
