Age,Gender,FoodCarbohydrate,FoodFat,FoodProtein,FoodSodium,oldenergy,FoodMonounsaturatedFat,FoodPolyunsaturatedFattyAcid,FoodSaturatedFat,FoodTotalSugar,FoodAddedSugar,FoodFibre,FoodFruit,FoodVegetable,FoodRedMeat,FoodProcessedMeat,FoodLegume,FoodCalcium,FoodIron,FoodVitaminC,FoodCopper,FoodZinc,FoodAlcohol,Height,Weight,PhysicalActivity,BMR,EnergyIntake,ratio,Income
46,0,349.41417219621,125.740709235588,106.354616916314,3.78872685774075,2547.6388676288,50.1218818630426,21.9709897986551,46.367837762068,146.018311396736,86.3663024354937,25.1484910564758,170.797389794273,273.997274521302,53.294077616527,94.0456452199349,32.4287129665078,1231.24093604277,15.9131120457434,97.9248381987891,1.64753599129638,12.4714873123567,19.7084931833407,175.521108,86.987954,1.772629704,1744.69658546,3092.70099185377,1.21394795437875,768.7981166
47,0,348.634963505217,125.50818844636,106.164128502914,3.77959949101534,2558.45182939426,49.9644979245918,21.888566535889,46.3390231615823,146.033250396702,86.0442839359544,25.1286381877818,171.807763596399,275.716458974817,53.5319704812447,94.3499890097482,32.5373824757765,1231.7004991494,15.890358049572,97.6917209492481,1.64841220335544,12.4464569280334,19.5465854510192,175.4277558,87.09009445,1.773113547,1740.2135173055,3085.5961622069,1.2060403587655,769.0918362
48,0,347.808421325279,125.245774427145,105.951647166101,3.76912757577608,2568.84915523396,49.7912541681545,21.8001791289626,46.3015063878168,146.065126888833,85.7279413332595,25.1065131397283,172.902995344274,277.469880331362,53.7739487952223,94.6184432318171,32.6859627501017,1232.24432286721,15.8644185015826,97.471463743571,1.64886548548137,12.418917599317,19.373674880139,175.3297121,87.17256314,1.773471506,1735.5046063936,3077.8679679708,1.19815052654988,768.6747111
49,0,346.916083398098,124.947876456533,105.710896061604,3.75714657358988,2578.81046496237,49.5999787019493,21.7050646150543,46.25361630426,146.103314314516,85.4139009006904,25.0803877320874,174.074845108594,279.235602063596,54.0175007013844,94.840976631179,32.8706161624797,1232.76165097492,15.834391659021,97.259667893002,1.6487877277735,12.3882902446753,19.1943712949771,175.2253821,87.23246405,1.773674951,1730.5309539845,3069.39940501244,1.19023846332081,767.5468092
50,0,345.941897866755,124.609946537405,105.436222629588,3.7435230514952,2588.32228930939,49.3889862450509,21.6026288700389,46.1940345205425,146.137691718216,85.0996943862149,25.0486107072458,175.313293166865,280.990574953149,54.2603150476242,95.0085033852741,33.0867363970058,1233.14537102841,15.7994390041024,97.0519377217526,1.64807996862415,12.3540507619618,19.0131737614454,175.1134676,87.26822823,1.773691303,1725.2687725177,3060.09421715213,1.18226939117718,765.7208476
51,0,344.872672462916,124.228600529883,105.122758946461,3.7281583066839,2597.37689296481,49.1571333721361,21.4924738584523,46.1218179999445,146.158928056039,84.7838551558527,25.0096578891452,176.606831532986,282.711250969274,54.5003289696865,95.1130260347115,33.3291523767668,1233.29493014524,15.7588096529145,96.8439536041954,1.64665523417022,12.3157462346449,18.8342711704661,174.9930725,87.27967758,1.773483796,1719.7106821492,3049.87902859971,1.17421504628787,763.2221087
52,0,343.698121072895,123.801580292665,104.76646230876,3.71098752762543,2605.97061535947,48.90380759045,21.3743972740328,46.0363638176833,146.158610433009,84.4658919751681,24.9621571351877,177.942638068074,284.373966365632,54.7357062766359,95.1476665419452,33.5923101064271,1233.11797060452,15.7118489232391,96.6314642012851,1.64443957133591,12.2729978529309,18.661335475529,174.8637734,87.26790029,1.773011333,1713.8649076471,3038.70190448931,1.16605378686135,760.0878226
53,0,342.410610880857,123.327597147829,104.364066783577,3.69197573727918,2614.10184590382,48.6288662801991,21.2483710914446,45.9373319764751,146.129250826823,84.1461656003211,24.9048940773962,179.3066639828,285.955145447306,54.96476265393,95.1066180966695,33.8704312950099,1232.53096227108,15.6579953019236,96.4102273220127,1.64137169212567,12.225494156072,18.4973224885702,174.72565,87.2349963,1.772228463,1707.752925537,3026.52834240819,1.15776986545135,756.3660232
54,0,341.004738852718,122.806107648191,103.912984644686,3.67111204466358,2621.76878541107,48.332545800623,21.1145073163129,45.8245461810046,146.064217297757,83.825700531539,24.8368065360102,180.683680692288,287.43140294332,55.1858597971959,94.9850580418693,34.1576510207789,1231.45920804289,15.5967712138072,96.1759345194469,1.63740178810124,12.1729791299746,18.3442952837205,174.5792694,87.18376141,1.771085536,1701.4062102359,3013.33592980938,1.14935227949055,752.1139204
55,0,339.476854707311,122.23706944467,103.411193429144,3.64840358960688,2628.96717333829,48.0153598019581,20.9730186560503,45.6978912585082,145.957632385077,83.5059625622883,24.7569748184031,182.057331020357,288.779621705092,55.3972907364033,94.7790588114524,34.4481376010338,1229.83657278019,15.5277724876891,95.9241501666416,1.6324900413218,12.1152392965022,18.2032830823313,174.4256255,87.11736983,1.769529076,1694.8626839767,2999.10879912417,1.14079355175663,747.3958634
